product_url,title,price,rating,Stars
['https://www.flipkart.com/fast-look-expandable-travel-rucksack-backpack-sport-camping-hiking-trekking-bag-blue-55-l/p/itm759e4a5572e13?pid=BKPGJ59KG67JT6ZK&lid=LSTBKPGJ59KG67JT6ZKD0SKGK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_16_638&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_8YuOhq6YcQqcmjBX7RTS6K7fH8cDel1vgiXE_P8dOLIipZUkSOLvJTYcDD_HZKLiwoykYwCQ-kmb_U4QcoEL2w%3D%3D&ppt=None&ppn=None&ssid=1ztar7byvk0000001697658551627&qH=404e218d27fee49e'],55 L Backpack Expandable Travel Rucksack Backpack for Sport Camping Hiking Trekking Bag-Blue  (Blue),,8 ratings and 1 reviews,4.3 stars
['https://www.flipkart.com/gear-space-4-30-l-backpack/p/itmf3uhykmgkturg?pid=BKPE2C66UR5M7GDR&lid=LSTBKPE2C66UR5M7GDRJFUMFM&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_16_639&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d37ba1c3-b49b-4dd2-82ab-f221c46366e3.BKPE2C66UR5M7GDR.SEARCH&ppt=None&ppn=None&ssid=1ztar7byvk0000001697658551627&qH=404e218d27fee49e'],Medium 30 L Backpack Space 4  (Black),,"12,470 ratings and 1,712 reviews",4.2 stars
['https://www.flipkart.com/trk-impex-wardrobe-organizer-clothes-storage-bag-foldable-cloth-box-24-ltr-2pcs-l-backpack/p/itmb463fb36efa7b?pid=BKPGHNYEDVAUWXJG&lid=LSTBKPGHNYEDVAUWXJGUM4EBW&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_16_640&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=d37ba1c3-b49b-4dd2-82ab-f221c46366e3.BKPGHNYEDVAUWXJG.SEARCH&ppt=None&ppn=None&ssid=1ztar7byvk0000001697658551627&qH=404e218d27fee49e'],Medium 24 L Backpack Wardrobe Organizer Clothes Storage Bag Foldable Cloth Storage Box 24 LTR-2Pcs  (Multicolor),,3 ratings and 1 reviews,3.7 stars
['https://www.flipkart.com/american-tourister-fizz-sch-bag-32-5-l-backpack/p/itmf47g6n3mfwvsr?pid=BKPF47G66FUWZSZN&lid=LSTBKPF47G66FUWZSZNYRQICH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_641&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZGrVlfd9AX39BCzOul4GeXA8AFqMDek1f0tUfvUvx3Mw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],32.5 L Backpack Fizz Sch Bag  (Grey),,"1,26,498 ratings and 13,952 reviews",4.2 stars
['https://www.flipkart.com/aob-25-l-stylish-trendy-college-bag-water-resistant-lightweight-mini-bag-backpack/p/itm76097fdeaee79?pid=BKPGTE54ZPSB8Q6Z&lid=LSTBKPGTE54ZPSB8Q6ZTS7KHC&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_642&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVaxHwxCF96-u0pSvYe5gABV5OXup9jjNAUh55TtZhHPYw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],"Medium 25 L Backpack 25 L Stylish and Trendy College bag, Water Resistant and Lightweight Mini Bag  (Blue)",,45 ratings and 1 reviews,3.6 stars
['https://www.flipkart.com/aristocrat-bpdrpkered-15-l-backpack/p/itm8ff09bf3af27e?pid=BKPGENMWY9Q9CDUZ&lid=LSTBKPGENMWY9Q9CDUZSRBE7B&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_643&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGENMWY9Q9CDUZ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],"Small 15 L Backpack BPDRPKERED  (Black, Red)",,75 ratings and 4 reviews,4.3 stars
['https://www.flipkart.com/sky-spirit-backpack-large-50l-outdoor-sport-hiking-travel-bags-blue-50-l/p/itm64f04efa8d7bd?pid=BKPG9Y7XRFNZQYGZ&lid=LSTBKPG9Y7XRFNZQYGZVTYFUH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_644&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPG9Y7XRFNZQYGZ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 50 L Backpack Backpack large 50L for Outdoor Sport Hiking travel bags (Blue)  (Blue),,"2,258 ratings and 95 reviews",4 stars
['https://www.flipkart.com/vagary-carbon-weave-22l-hard-case-motorcycle-bike-backpack-bag-rider-22-l/p/itm3e4557305e85d?pid=BKPGZHK6HQXHPBEJ&lid=LSTBKPGZHK6HQXHPBEJTVUEEP&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_645&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGZHK6HQXHPBEJ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 22 L Laptop Backpack Carbon Weave 22L Hard Case Motorcycle Bike Backpack Bag for Rider  (Black),,21 ratings and 0 reviews,3.9 stars
['https://www.flipkart.com/wrogn-spacy-freeride-unisex-bag-rain-cover-office-school-college-businessa-35l-35-l-backpack/p/itm4e4ad9100cb56?pid=BKPGG8TFSWHSF5RX&lid=LSTBKPGG8TFSWHSF5RXSODMLS&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_646&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGG8TFSWHSF5RX.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 35 L Laptop Backpack Spacy Freeride Unisex Bag with rain cover Office/School/College/BusinessA-35L  (Black),,307 ratings and 21 reviews,4.2 stars
['https://www.flipkart.com/aob-25-l-stylish-trendy-college-bag-water-resistant-lightweight-mini-bag-backpack/p/itm0dae0ac40ace7?pid=BKPGTE54894NJADC&lid=LSTBKPGTE54894NJADCURDOWH&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_647&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVYrbh0rIf9ZS-oEy58_LxmAFq238FPiCkUXPoGQcKojQA%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],"Medium 25 L Backpack 25 L Stylish and Trendy College bag, Water Resistant and Lightweight Mini Bag  (Black)",,45 ratings and 1 reviews,3.6 stars
['https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itm04aff3ff6fb19?pid=BKPGF764YQBHHGWJ&lid=LSTBKPGF764YQBHHGWJBUHHOK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_648&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVag6_00eeqEO-yHgIbqHs8DoWBwF1cwO2h_9AJxvBD-0g%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],21.65 L Backpack BRAT  (Black),,"36,732 ratings and 2,591 reviews",4.2 stars
['https://www.flipkart.com/wrogn-unisex-bag-rain-cover-office-school-college-businessb-45l-45-l-backpack/p/itm5bdf407d95d32?pid=BKPGHPXEVWDZUZHX&lid=LSTBKPGHPXEVWDZUZHXKY82R3&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_649&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGHPXEVWDZUZHX.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 45 L Laptop Backpack Unisex Bag with rain cover Office/School/College/BusinessB-45L  (Multicolor),,516 ratings and 55 reviews,4.2 stars
['https://www.flipkart.com/ultrafine-good-quality-easy-accessible-most-popular-logistic-courier-e-commerce-home-delivery-bag-120-l-backpack/p/itm518a6e1187e28?pid=BKPG5HF98QJ4TGPQ&lid=LSTBKPG5HF98QJ4TGPQTVXYT9&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_650&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPG5HF98QJ4TGPQ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],"120 L Backpack Good Quality, Easy accessible, Most Popular Logistic/Courier/E-Commerce/Home Delivery Bag  (Black)",,186 ratings and 21 reviews,4.1 stars
['https://www.flipkart.com/american-tourister-mist-sch-bag-29-l-backpack/p/itmf47hf3gjzjqgj?pid=BKPF47HFUBR9X5GG&lid=LSTBKPF47HFUBR9X5GGXRIFQD&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_651&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZALmLi0f3bbtUrtJEP11Bwi7L0LuTpYGlMfSra10xNpw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],"Medium 29 L Backpack Mist Sch Bag  (Blue, Grey)",,"36,244 ratings and 4,003 reviews",4.2 stars
['https://www.flipkart.com/american-tourister-popin-casual-32-l-backpack/p/itmd2cbdee8bd612?pid=BKPFHKMFRGBSKTBY&lid=LSTBKPFHKMFRGBSKTBYFD9OWR&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_652&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVbWaGek9lRWlFCv892IY4Mq6C5pGbHF7PzwybpqKJSV-Q%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 32 L Backpack POPIN CASUAL  (Black),,"6,900 ratings and 746 reviews",4.2 stars
['https://www.flipkart.com/pramadda-pure-luxury-stylish-daily-use-backpacks-combo-pack-medium-15l-large-21l-size-bagpacks-men-women-trendy-fashion-bags-boys-girls-office-college-school-travelling-camping-hiking-mini-travel-bag-set-gift-set-15-l-backpack/p/itm90cd90a3bfb4e?pid=BKPFXBQSHXAZ2TGW&lid=LSTBKPFXBQSHXAZ2TGWGYKQ9Q&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_653&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPFXBQSHXAZ2TGW.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Small 15 L Backpack Stylish Daily Use Backpacks Combo Pack of Medium (15L) & Large 21L) Size Bagpacks for Men & Women. Trendy Fashion Bags for boys and girls. Office College School Travelling Camping Hiking Mini Travel Bag Set. ( Combo pack gift Set )  (Blue),,120 ratings and 9 reviews,4.1 stars
['https://www.flipkart.com/wildcraft-seek-24-l-backpack/p/itmf36d8f505281e?pid=BKPG2SX3AEQABU8Q&lid=LSTBKPG2SX3AEQABU8QVLLHUR&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_654&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPG2SX3AEQABU8Q.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 24 L Backpack Seek  (Grey),,5 ratings and 0 reviews,3.8 stars
['https://www.flipkart.com/aristocrat-polyester-32l-matt-laptop-backpack-grey-men-women-32-l/p/itm1eea3f2e6eb06?pid=BKPGJMU7XWV4SFEH&lid=LSTBKPGJMU7XWV4SFEHZQ9BQU&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_655&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGJMU7XWV4SFEH.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 32 L Laptop Backpack Polyester 32L Matt Laptop Backpack Grey For Men & Women  (Grey),,90 ratings and 8 reviews,4.2 stars
['https://www.flipkart.com/wrogn-heavy-duty-travel-backpack-rain-cover-45-l/p/itm93af092be0f55?pid=BKPGPC8BZMGAHFEJ&lid=LSTBKPGPC8BZMGAHFEJYT4HC9&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_656&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGPC8BZMGAHFEJ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 45 L Laptop Backpack Heavy Duty Travel Backpack with Rain Cover  (Blue),,28 ratings and 4 reviews,4.5 stars
['https://www.flipkart.com/fast-look-expandable-travel-rucksack-outdoor-sport-camping-hiking-trekking-bag-black-60-l-backpack/p/itmf52223b10487a?pid=BKPGJ59JZYZMT2MH&lid=LSTBKPGJ59JZYZMT2MHXXW7EV&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_657&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVY4oeMk9d4rGsczCE6_2QnEr1B_wub-xLQZKXizb2CNxg%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 60 L Backpack Expandable Travel Rucksack for Outdoor Sport Camping Hiking Trekking Bag-Black  (Black),,156 ratings and 5 reviews,4 stars
['https://www.flipkart.com/american-tourister-bounce-28-l-backpack/p/itmce3a4708dcb4a?pid=BKPGJMG89HWB6PQP&lid=LSTBKPGJMG89HWB6PQPYPP1DK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_658&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZiUXecwJLUQNSSasFp6Hv8poqKMXSAMdHcbXNoTp-3uw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 28 L Backpack BOUNCE  (Black),,"1,493 ratings and 66 reviews",4.1 stars
['https://www.flipkart.com/fb-fashion-636sbfblightgreydarkgrey-41-l-backpack/p/itmdb0a964b1cdf5?pid=BKPFZEEKUHDQ2U2F&lid=LSTBKPFZEEKUHDQ2U2FTNEKDA&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_659&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPFZEEKUHDQ2U2F.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 41 L Backpack 636sbfblightgreydarkgrey  (Grey),,8 ratings and 0 reviews,4.4 stars
['https://www.flipkart.com/ssbc-black-bg-100-100-l-backpack/p/itm583a5e67bb939?pid=BKPGQ9QVRZVVHTS5&lid=LSTBKPGQ9QVRZVVHTS5IKIUST&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_660&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGQ9QVRZVVHTS5.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 100 L Backpack black_bg_100  (Black),,19 ratings and 1 reviews,3.5 stars
['https://www.flipkart.com/american-tourister-fizz-sch-bag-32-5-l-backpack/p/itmf47hfzxb92zjj?pid=BKPF47HFGZGVQXSS&lid=LSTBKPF47HFGZGVQXSSRP4HB3&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_661&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVYWLdQ2Fgzy03LQHWNZ4XrIOG_Cgn3h8xsNXi7eN79qdw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],32.5 L Backpack Fizz Sch Bag  (Blue),,"1,26,498 ratings and 13,952 reviews",4.2 stars
['https://www.flipkart.com/american-tourister-wave-24l-fo2-0-01-001-24-l-backpack/p/itm990878d373167?pid=BKPGND2YKBWZ96AH&lid=LSTBKPGND2YKBWZ96AH1V782T&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_662&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZPlDAUdjDVZdHQYKEfcrLXWDuMNaVQ130R60IfQQ7LUA%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 24 L Backpack Wave 24L (FO2 (0) 01 001)  (Blue),,360 ratings and 27 reviews,3.7 stars
['https://www.flipkart.com/house-tara-canvas-23-l-backpack/p/itmf3uhu5kek27pt?pid=BKPEPBETXYGM5EAH&lid=LSTBKPEPBETXYGM5EAHXI8KM0&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_663&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPEPBETXYGM5EAH.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 23 L Backpack Canvas  (Khaki),,371 ratings and 53 reviews,4 stars
['https://www.flipkart.com/gear-space-4-backpack-30-l/p/itmf3umbgx33pcfn?pid=BKPE996RQMHZHGPB&lid=LSTBKPE996RQMHZHGPBHTJDTT&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_664&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPE996RQMHZHGPB.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 30 L Backpack SPACE 4 Backpack  (Black),,"2,844 ratings and 512 reviews",4.2 stars
['https://www.flipkart.com/inkmilan-multifunction-anti-theft-sacgear-backpack-sling-bag-shoulder-crossbody-chest-1-l/p/itmc1127d242722a?pid=BKPGMVHZP7YEYUTW&lid=LSTBKPGMVHZP7YEYUTWPTG82M&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_665&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGMVHZP7YEYUTW.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Small 1 L Backpack Multifunction Anti-Theft Sacgear Backpack Sling Bag Shoulder Crossbody Chest Bag  (Black),,241 ratings and 14 reviews,3.9 stars
['https://www.flipkart.com/maizo-small-backpack-3-zip-waist-bag-fanny-pack-10-l/p/itm07702dd7e0bbf?pid=BKPGMUFFNP6C9MPW&lid=LSTBKPGMUFFNP6C9MPWUY5XZQ&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_666&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGMUFFNP6C9MPW.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Small 10 L Backpack Small Backpack with 3-Zip Waist Bag / Fanny Pack  (Green),,,
['https://www.flipkart.com/american-tourister-mist-sch-bag-32-5-l-backpack/p/itmf47g6rz3egcwf?pid=BKPF47G6EXJNYGVN&lid=LSTBKPF47G6EXJNYGVNRVJPYA&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_667&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZG1W0J6f4Ns0-E_8Jv3axxqCH7uEge9KV1hYzTkAYzhA%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],32.5 L Backpack Mist Sch Bag  (Black),,"36,244 ratings and 4,003 reviews",4.2 stars
['https://www.flipkart.com/markway-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm5828af7c8b677?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCDMRVTO&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_668&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVYYyn2560ybRgQBmv6vDbNpdBbwgGL0G31PI-A4nLcbhw%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag  (Black),,333 ratings and 18 reviews,3.8 stars
['https://www.flipkart.com/layonex-bag-laptop-backpack-college-water-resistant-rain-cover-25-l/p/itma994c55bf4039?pid=BKPGGTNTCCQZEUYG&lid=LSTBKPGGTNTCCQZEUYG4SVVNB&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_669&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGGTNTCCQZEUYG.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 25 L Laptop Backpack BAG | Laptop Bag | Laptop Backpack |College Bag with Water Resistant Rain Cover  (Black),,15 ratings and 0 reviews,4 stars
['https://www.flipkart.com/alfisha-casual-unisex-bagpack-school-college-laptop-travel-bag-office-30-l-backpack/p/itm392adfee0eaeb?pid=BKPGN2ZWFVDQ4MWZ&lid=LSTBKPGN2ZWFVDQ4MWZBM86DG&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_670&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=7b5ec6f6-2e53-4ddb-b639-0e245f7e95a2.BKPGN2ZWFVDQ4MWZ.SEARCH&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 30 L Laptop Backpack Casual unisex Bagpack school college laptop travel bag office bag  (Blue),,"1,208 ratings and 52 reviews",3.8 stars
['https://www.flipkart.com/wildcraft-spacy-mel-30-l-backpack/p/itmfejkcmk8a4aej?pid=BKPFEJKCAUWNGM5G&lid=LSTBKPFEJKCAUWNGM5GEEAUZK&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_671&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVZHBDANa75ApONFZHAFFbp0vxeoPaRqPf9O1PYfHhHKDg%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Medium 30 L Backpack Spacy_Mel  (Multicolor),,"29,090 ratings and 2,694 reviews",4.3 stars
['https://www.flipkart.com/sky-bulls-large-35-l-laptop-backpack-reflective-strip-grey-school-collage-bag/p/itm4965fd03850db?pid=BKPGSYYNJQDHBJMG&lid=LSTBKPGSYYNJQDHBJMGCKJ2W8&marketplace=FLIPKART&q=bags&store=reh%2F4d7&srno=s_17_672&otracker=AS_Query_HistoryAutoSuggest_5_0_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_5_0_na_na_na&fm=organic&iid=en_XizvloBR-Ox52cjv5ssxOVtHlMF2VMjtEr2K3MbsMVYWnoLyUCtKsOqLmFae7d-9dckoo9kyEMLH0baBvHfFtQ%3D%3D&ppt=None&ppn=None&ssid=9nzths27eo0000001697658580359&qH=404e218d27fee49e'],Large 35 L Laptop Backpack LARGE 35 L LAPTOP BACKPACK REFLECTIVE STRIP(GREY) SCHOOL AND COLLAGE BAG  (Black),,57 ratings and 2 reviews,3.7 stars
